Serial,Event,&quot;Region&quot;,Date (YMD),Directly affected,Indirectly Affected,Losses $USD
914,DROUGHT,OBOCK,2008/0/0,0,0,0
913,DROUGHT,OBOCK,2003/0/0,0,0,0
912,DROUGHT,OBOCK,2009/0/0,0,0,0
911,DROUGHT,OBOCK,2007/0/0,0,0,0
910,DROUGHT,OBOCK,2006/0/0,0,0,0
909,Naufrage,OBOCK,25/07/2011,0,0,0
908,foudre,OBOCK,21/09/2011,0,0,0
906,DROUGHT,OBOCK,2010/0/0,0,0,0
905,DROUGHT,OBOCK,2009/0/0,0,0,0
904,DROUGHT,OBOCK,2011/0/0,0,0,0
903,DROUGHT,OBOCK,2011/0/0,0,0,0
900,foudre,OBOCK,10/08/2011,0,0,0
899,foudre,OBOCK,2009/5/0,0,0,0
898,STORM,OBOCK,2009/6/0,0,0,0
897,STORM,OBOCK,2009/8/0,0,0,0
896,STORM,OBOCK,2003/0/0,0,0,0
895,STORM,OBOCK,2006/7/0,0,0,0
894,ACCIDENT,OBOCK,29/10/2011,0,0,0
893,DROUGHT,OBOCK,2011/6/0,0,0,0
892,Naufrage,OBOCK,2005/0/0,0,0,0
890,DROUGHT,OBOCK,2011/0/0,0,0,0
889,STORM,OBOCK,2007/8/0,0,0,0
888,FLOOD,OBOCK,2011/8/0,0,0,0
886,EXPLOSION,OBOCK,2009/3/0,0,0,0
885,foudre,OBOCK,1980/0/0,0,0,0
883,STORM,OBOCK,2000/0/0,0,0,0
882,DROUGHT,OBOCK,2008/0/0,0,0,0
881,DROUGHT,OBOCK,2010/0/0,0,0,0
880,DROUGHT,OBOCK,2011/5/0,0,0,0
879,FLOOD,OBOCK,2006/12/0,0,0,0
878,FLOOD,OBOCK,2011/0/0,0,0,0
877,FLOOD,OBOCK,2011/2/0,0,0,0
876,FLOOD,OBOCK,2011/2/0,0,0,0
875,FLOOD,OBOCK,2011/2/0,0,0,0
874,FLOOD,OBOCK,2010/0/0,0,0,0
873,foudre,OBOCK,2009/12/0,0,0,0
872,foudre,OBOCK,2011/8/0,0,0,0
871,foudre,OBOCK,2011/0/0,5,0,0
870,foudre,OBOCK,2011/3/0,6,0,0
869,foudre,OBOCK,2011/8/0,0,0,0
868,foudre,OBOCK,2005/0/0,0,0,0
867,foudre,OBOCK,2009/0/0,0,0,0
866,STORM,OBOCK,2011/7/0,0,0,0
865,STORM,OBOCK,2011/0/0,0,0,0
864,EXPLOSION,OBOCK,1994/0/0,0,0,0
863,EXPLOSION,OBOCK,1992/0/0,1,0,0
862,EXPLOSION,OBOCK,1991/0/0,0,0,0
860,foudre,OBOCK,2009/9/0,0,0,0
859,DROUGHT,OBOCK,2010/8/0,0,3,0
857,STORM,OBOCK,2011/4/0,0,0,0
855,FLOOD,OBOCK,2005/2/0,0,0,0
854,DROUGHT,OBOCK,2009/0/0,0,0,0
853,DROUGHT,OBOCK,2010/0/0,0,0,0
852,DROUGHT,OBOCK,2010/6/0,0,0,0
851,DROUGHT,OBOCK,2011/7/0,0,0,0
850,STORM,OBOCK,2011/8/0,0,0,0
847,STORM,OBOCK,28/07/2011,0,0,0
846,foudre,OBOCK,2011/5/0,0,0,0
845,DROUGHT,OBOCK,2008/7/0,0,0,0
844,DROUGHT,OBOCK,2005/0/0,0,0,0
843,EPIDEMIC,OBOCK,2008/0/0,0,0,0
842,EPIDEMIC,OBOCK,2009/7/0,0,0,0
841,EPIDEMIC,OBOCK,2011/0/0,0,0,0
839,FLOOD,OBOCK,2009/9/0,0,0,0
838,foudre,OBOCK,2010/9/0,0,0,0
837,Naufrage,OBOCK,2005/0/0,0,0,0
836,EPIDEMIC,OBOCK,2011/7/0,0,0,0
835,Naufrage,OBOCK,2010/0/0,0,0,0
832,Naufrage,OBOCK,2000/0/0,0,0,0
824,EXPLOSION,OBOCK,1999/8/0,1,0,0
823,EXPLOSION,OBOCK,1999/8/0,3,0,0
822,EPIDEMIC,OBOCK,1999/0/0,5,0,0
821,STORM,OBOCK,2010/0/0,1,0,0
820,foudre,OBOCK,2009/9/0,0,0,0
819,foudre,OBOCK,2008/0/0,0,0,0
818,foudre,OBOCK,2010/0/0,1,0,0
816,foudre,OBOCK,2011/7/0,2,0,0
815,foudre,OBOCK,2011/0/0,0,0,0
814,DROUGHT,OBOCK,2011/7/0,0,0,0
813,DROUGHT,OBOCK,2006/0/0,0,0,0
