Serial,Event,&quot;County&quot;,Date (YMD),Directly affected,Indirectly Affected,Losses $USD
28209,ROAD ACCIDENT,LAIKIPIA,14/06/2021,0,0,0
28208,FIRE,KISUMU,13/06/2021,0,0,0
28207,ROAD ACCIDENT,KAKAMEGA,17/06/2021,0,0,0
28205,ROAD ACCIDENT,NYANDARUA,12/06/2021,0,0,0
28204,ROAD ACCIDENT,KILIFI,12/06/2021,0,0,0
28203,ROAD ACCIDENT,NAIROBI,12/06/2021,0,0,0
28202,ROAD ACCIDENT,MURANGA,12/06/2021,0,0,0
28201,ROAD ACCIDENT,NAKURU,12/06/2021,0,0,0
28200,ROAD ACCIDENT,NAKURU,12/06/2021,0,0,0
28199,ROAD ACCIDENT,MOMBASA,12/06/2021,0,0,0
28198,ROAD ACCIDENT,WEST POKOT,13/06/2021,0,0,0
28197,ROAD ACCIDENT,WEST POKOT,12/06/2021,0,0,0
28196,ROAD ACCIDENT,KAKAMEGA,12/06/2021,0,0,0
28195,ROAD ACCIDENT,KAKAMEGA,12/06/2021,0,0,0
28194,ROAD ACCIDENT,KAJIADO,12/06/2021,0,0,0
28193,DROWNING,KISUMU,11/06/2021,0,0,0
28192,ROAD ACCIDENT,VIHIGA,11/06/2021,0,0,0
28191,ROAD ACCIDENT,NAKURU,11/06/2021,0,0,0
28190,ROAD ACCIDENT,NYAMIRA,11/06/2021,0,0,0
28189,FIRE,KILIFI,11/06/2021,0,0,0
28188,ELECTROCUTION,KILIFI,11/06/2021,0,0,0
28187,DROWNING,MACHAKOS,11/06/2021,0,0,0
28186,DROWNING,MURANGA,11/06/2021,0,0,0
28184,WINDSTORM,NAROK,10/06/2021,0,0,0
28183,ROAD ACCIDENT,MAKUENI,10/06/2021,0,0,0
28181,DROWNING,WEST POKOT,10/06/2021,0,0,0
28180,ROAD ACCIDENT,NAIROBI,10/06/2021,0,0,0
28179,ROAD ACCIDENT,NAKURU,10/06/2021,0,0,0
28178,DROWNING,MARSABIT,10/06/2021,0,0,0
28177,ROAD ACCIDENT,MURANGA,10/06/2021,0,0,0
28176,DROWNING,MURANGA,10/06/2021,0,0,0
28175,DROWNING,BUSIA,2021/6/0,0,0,0
28174,ROAD ACCIDENT,KAJIADO,09/06/2021,0,0,0
28173,DROWNING,KIAMBU,09/06/2021,0,0,0
28172,ROAD ACCIDENT,TAITA-TAVETA,09/06/2021,0,0,0
28171,ROAD ACCIDENT,KISII,09/06/2021,0,0,0
28170,ROAD ACCIDENT,KISII,09/06/2021,0,0,0
28169,ROAD ACCIDENT,KILIFI,09/06/2021,0,0,0
28168,ROAD ACCIDENT,NAIROBI,09/06/2021,0,0,0
28167,ROAD ACCIDENT,NAIROBI,10/06/2021,0,0,0
28166,ROAD ACCIDENT,NAROK,08/06/2021,0,0,0
28165,ROAD ACCIDENT,MIGORI,09/06/2021,0,0,0
28164,DROWNING,BUSIA,09/06/2021,0,0,0
28163,ROAD ACCIDENT,MAKUENI,09/06/2021,0,0,0
28160,FIRE,MAKUENI,09/06/2021,0,0,0
28159,FIRE,BOMET,08/06/2021,0,0,0
28158,FIRE,KISII,08/06/2021,0,0,0
28156,FIRE,KIRINYAGA,08/06/2021,0,0,0
28154,ROAD ACCIDENT,KITUI,08/06/2021,0,0,0
28155,ROAD ACCIDENT,MAKUENI,09/06/2021,0,0,0
28153,ROAD ACCIDENT,NAIROBI,08/06/2021,0,0,0
28152,ROAD ACCIDENT,KISII,04/06/2021,0,0,0
28151,ROAD ACCIDENT,KIAMBU,04/06/2021,0,0,0
28149,ROAD ACCIDENT,NAIROBI,04/06/2021,0,0,0
28150,ROAD ACCIDENT,TANA-RIVER,02/06/2021,0,0,0
28148,ROAD ACCIDENT,NAIROBI,02/06/2021,0,0,0
28147,DROWNING,HOMABAY,04/06/2021,0,0,0
28145,ANIMAL INCIDENT,TAITA-TAVETA,07/06/2021,0,0,0
28144,ROAD ACCIDENT,KERICHO,07/06/2021,0,0,0
28143,ELECTROCUTION,NYERI,07/06/2021,0,0,0
28142,DROWNING,NYERI,07/06/2021,0,0,0
28141,ROAD ACCIDENT,NAIROBI,07/06/2021,0,0,0
28140,ROAD ACCIDENT,NAIROBI,07/06/2021,0,0,0
28138,ROAD ACCIDENT,NAIROBI,07/06/2021,0,0,0
28137,ROAD ACCIDENT,MACHAKOS,07/06/2021,0,0,0
28136,ROAD ACCIDENT,MURANGA,06/06/2021,0,0,0
28135,FIRE,KISUMU,06/06/2021,0,0,0
28134,DROWNING,KWALE,06/06/2021,0,0,0
28133,DROWNING,KIAMBU,06/06/2021,0,0,0
28132,DROWNING,KIAMBU,06/06/2021,0,0,0
28131,DROWNING,KILIFI,06/06/2021,0,0,0
28130,DROWNING,MERU,06/06/2021,0,0,0
28129,ROAD ACCIDENT,MACHAKOS,06/06/2021,0,0,0
28128,ROAD ACCIDENT,KIRINYAGA,06/06/2021,0,0,0
28127,LIGHTNING,NAIROBI,06/06/2021,0,0,0
28126,ROAD ACCIDENT,NAIROBI,06/06/2021,0,0,0
28125,ROAD ACCIDENT,LAIKIPIA,27/05/2021,0,0,0
28124,ROAD ACCIDENT,KWALE,26/05/2021,0,0,0
28123,ROAD ACCIDENT,UASIN-GISHU,27/05/2021,0,0,0
28122,ROAD ACCIDENT,TRANS-NZOIA,26/05/2021,0,0,0
28121,STRUCTURAL COLLAPSE,NYAMIRA,27/05/2021,0,0,0
28120,ROAD ACCIDENT,BOMET,26/05/2021,0,0,0
28119,ROAD ACCIDENT,MURANGA,26/05/2021,0,0,0
28118,ROAD ACCIDENT,NAIROBI,27/05/2021,0,0,0
28116,DROWNING,MURANGA,05/06/2021,0,0,0
28115,ROAD ACCIDENT,KAJIADO,05/06/2021,0,0,0
28110,ROAD ACCIDENT,LAIKIPIA,07/06/2021,0,0,0
28105,ROAD ACCIDENT,MACHAKOS,05/06/2021,0,0,0
28104,ROAD ACCIDENT,KILIFI,04/06/2021,0,0,0
28102,ELECTROCUTION,MOMBASA,05/06/2021,0,0,0
28101,ROAD ACCIDENT,NYERI,02/06/2021,0,0,0
28096,ROAD ACCIDENT,MOMBASA,05/06/2021,0,0,0
28099,DROWNING,BUSIA,31/05/2021,0,0,0
28098,DROWNING,NANDI,04/06/2021,0,0,0
28094,FIRE,THARAKA-NITHI,01/06/2021,0,0,0
28095,WINDSTORM,NAKURU,07/06/2021,0,0,0
28092,ROAD ACCIDENT,NAIROBI,05/06/2021,0,0,0
28094,FIRE,KAKAMEGA,01/06/2021,0,0,0
28093,ROAD ACCIDENT,BUNGOMA,01/06/2021,0,0,0
28091,ROAD ACCIDENT,NAIROBI,05/06/2021,0,0,0
28090,ROAD ACCIDENT,MACHAKOS,03/06/2021,0,0,0
28089,ROAD ACCIDENT,NAIROBI,06/06/2021,0,0,0
28088,ROAD ACCIDENT,KITUI,03/06/2021,0,0,0
28087,ROAD ACCIDENT,MURANGA,03/06/2021,0,0,0
28084,ELECTROCUTION,MERU,02/06/2021,0,0,0
28083,ROAD ACCIDENT,TRANS-NZOIA,03/06/2021,0,0,0
28082,ROAD ACCIDENT,NAIROBI,03/06/2021,0,0,0
28079,ROAD ACCIDENT,NAIROBI,03/06/2021,0,0,0
28077,DROWNING,NYERI,2021/25/5,0,0,0
28076,ROAD ACCIDENT,BUNGOMA,2021/26/5,0,0,0
28075,ROAD ACCIDENT,BOMET,2021/26/5,0,0,0
28074,DROWNING,TAITA-TAVETA,2021/26/5,0,0,0
28071,DROWNING,NAROK,26/05/2021,0,0,0
28069,ROAD ACCIDENT,NYAMIRA,01/06/2021,0,0,0
28068,ROAD ACCIDENT,ISIOLO,01/06/2021,0,0,0
28067,DROWNING,KISII,31/05/2021,0,0,0
28066,ROAD ACCIDENT,KISII,31/05/2021,0,0,0
28065,DROWNING,KWALE,31/05/2021,0,0,0
28064,DROWNING,KIAMBU,31/05/2021,0,0,0
28063,ROAD ACCIDENT,MACHAKOS,01/06/2021,0,0,0
28062,ROAD ACCIDENT,KAKAMEGA,01/06/2021,0,0,0
28058,DROWNING,KIAMBU,31/05/2021,0,0,0
28061,ELECTROCUTION,KITUI,27/05/2021,0,0,0
28059,DROWNING,KIAMBU,01/06/2021,0,0,0
28060,DROWNING,NAIROBI,28/05/2021,0,0,0
28057,DROWNING,KAKAMEGA,28/05/2021,0,0,0
28056,ROAD ACCIDENT,KILIFI,31/05/2021,0,0,0
28055,ROAD ACCIDENT,NYERI,28/05/2021,0,0,0
28054,ROAD ACCIDENT,NYERI,30/05/2021,0,0,0
28053,ROAD ACCIDENT,NAIROBI,30/05/2021,0,0,0
28051,FIRE,NYERI,27/05/2021,0,0,0
28052,DROWNING,KAKAMEGA,28/05/2021,0,0,0
28050,DROWNING,MURANGA,29/05/2021,0,0,0
28049,ROAD ACCIDENT,MERU,27/05/2021,0,0,0
28047,FIRE,TRANS-NZOIA,29/05/2021,0,0,0
28048,ROAD ACCIDENT,MIGORI,27/05/2021,0,0,0
28047,FIRE,MARSABIT,29/05/2021,0,0,0
28046,ROAD ACCIDENT,MACHAKOS,28/05/2021,0,0,0
28045,ROAD ACCIDENT,MACHAKOS,29/05/2021,0,0,0
28044,ROAD ACCIDENT,KIAMBU,27/05/2021,0,0,0
28043,FIRE,NAIROBI,29/05/2021,0,0,0
28042,ROAD ACCIDENT,NAKURU,28/05/2021,0,0,0
28041,WINDSTORM,TRANS-NZOIA,29/05/2021,0,0,0
28040,ROAD ACCIDENT,UASIN-GISHU,28/05/2021,0,0,0
28039,ROAD ACCIDENT,WEST POKOT,24/05/2021,0,0,0
28038,DROWNING,MARSABIT,25/05/2021,0,0,0
28037,FIRE,KERICHO,25/05/2021,0,0,0
28036,DROWNING,BUSIA,25/05/2021,0,0,0
28035,DROWNING,NYAMIRA,25/05/2021,0,0,0
28034,FIRE,NYANDARUA,24/05/2021,0,0,0
28033,DROWNING,TRANS-NZOIA,24/05/2021,0,0,0
28032,ELECTROCUTION,NAIROBI,25/05/2021,0,0,0
28031,ELECTROCUTION,MIGORI,24/05/2021,0,0,0
28030,ROAD ACCIDENT,MIGORI,24/05/2021,0,0,0
28029,ROAD ACCIDENT,WEST POKOT,24/05/2021,0,0,0
28028,ROAD ACCIDENT,NYERI,24/05/2021,0,0,0
28027,DROWNING,WAJIR,03/05/2021,0,0,0
28026,ROAD ACCIDENT,MURANGA,01/05/2021,0,0,0
28024,DROWNING,KAKAMEGA,02/05/2021,0,0,0
28025,FIRE,KILIFI,19/05/2021,0,0,0
28023,DROWNING,MACHAKOS,19/05/2021,0,0,0
28021,ROAD ACCIDENT,NAIROBI,03/05/2021,0,0,0
28020,ELECTROCUTION,BUNGOMA,19/05/2021,0,0,0
28019,DROWNING,NYANDARUA,19/05/2021,0,0,0
28017,DROWNING,KISII,19/05/2021,0,0,0
28016,ROAD ACCIDENT,BARINGO,23/05/2021,0,0,0
28015,ROAD ACCIDENT,MACHAKOS,23/05/2021,0,0,0
28014,ROAD ACCIDENT,NAIROBI,23/05/2021,0,0,0
28013,TERROR ATTACK,MANDERA,21/05/2021,0,0,0
28012,FIRE,KISII,23/05/2021,0,0,200
28011,DROWNING,LAIKIPIA,21/05/2021,0,0,0
28009,DROWNING,NANDI,23/05/2021,0,0,0
28008,ROAD ACCIDENT,WEST POKOT,21/05/2021,0,0,0
28007,ROAD ACCIDENT,KAJIADO,23/05/2021,0,0,0
28005,ROAD ACCIDENT,MERU,20/05/2021,0,0,0
28006,ROAD ACCIDENT,MIGORI,23/05/2021,0,0,0
28004,ROAD ACCIDENT,NAROK,20/05/2021,0,0,0
28002,FIRE,KAJIADO,21/05/2021,0,0,0
28003,ROAD ACCIDENT,KERICHO,23/05/2021,0,0,0
28001,ROAD ACCIDENT,NAIROBI,20/05/2021,0,0,0
28000,ROAD ACCIDENT,NAIROBI,21/05/2021,0,0,0
27999,ROAD ACCIDENT,NAIROBI,21/05/2021,0,0,0
27998,ROAD ACCIDENT,BARINGO,23/05/2021,0,0,0
27997,ROAD ACCIDENT,TURKANA,23/05/2021,0,0,0
27996,DROWNING,NAIROBI,24/05/2021,0,0,0
27995,FIRE,NAIROBI,24/05/2021,0,0,0
27994,CONFLICT,WAJIR,23/05/2021,0,0,0
27993,DROWNING,BOMET,23/05/2021,0,0,0
27992,DROWNING,KAKAMEGA,24/05/2021,0,0,0
27989,FIRE,KAKAMEGA,21/05/2021,0,0,0
27990,ROAD ACCIDENT,NAIROBI,06/05/2021,0,0,0
27988,FIRE,KIAMBU,21/05/2021,0,0,0
27987,ROAD ACCIDENT,KERICHO,23/05/2021,0,0,0
27986,ROAD ACCIDENT,KIRINYAGA,24/05/2021,0,0,0
27984,ROAD ACCIDENT,NAIROBI,25/05/2021,0,0,0
27983,ROAD ACCIDENT,NAIROBI,25/05/2021,0,0,0
27980,DROWNING,MACHAKOS,21/05/2021,0,0,0
27978,ROAD ACCIDENT,BOMET,22/05/2021,0,0,0
27977,ROAD ACCIDENT,MURANGA,22/05/2021,0,0,0
27974,ROAD ACCIDENT,KAJIADO,21/05/2021,0,0,0
27973,ROAD ACCIDENT,NAKURU,20/05/2021,0,0,0
27972,ROAD ACCIDENT,NAKURU,21/05/2021,0,0,0
27971,DROWNING,NAKURU,21/05/2021,0,0,0
27970,DROWNING,NAKURU,21/05/2021,0,0,0
27965,DROWNING,KITUI,26/04/2021,0,0,0
27964,ELECTROCUTION,KAKAMEGA,16/04/2021,0,0,0
27963,FIRE,KIAMBU,25/04/2021,0,0,0
27962,ROAD ACCIDENT,KISUMU,14/04/2021,0,0,0
27961,ROAD ACCIDENT,KITUI,14/04/2021,0,0,0
27960,ROAD ACCIDENT,MAKUENI,13/04/2021,0,0,0
27959,ROAD ACCIDENT,KIAMBU,13/04/2021,0,0,0
27958,FIRE,KWALE,13/04/2021,0,0,0
27957,ROAD ACCIDENT,NAIROBI,14/04/2021,0,0,0
27956,DROWNING,KIRINYAGA,04/04/2021,0,0,0
27950,FIRE,NAIROBI,28/04/2021,0,0,0
27949,ROAD ACCIDENT,MACHAKOS,18/04/2021,0,0,0
27944,FIRE,KISUMU,12/04/2021,0,0,0
27943,ROAD ACCIDENT,MARSABIT,14/05/2021,0,0,0
27942,DROWNING,NANDI,14/05/2021,0,0,0
27935,ROAD ACCIDENT,GARISSA,12/04/2021,0,0,0
27939,DROWNING,TURKANA,11/05/2021,0,0,0
27941,DROWNING,KITUI,14/05/2021,0,0,0
27940,DROWNING,MOMBASA,14/05/2021,0,0,0
27938,ROAD ACCIDENT,NYAMIRA,14/05/2021,0,0,0
27936,ELECTROCUTION,LAIKIPIA,11/05/2021,0,0,0
27937,DROWNING,NAIROBI,14/05/2021,0,0,0
27934,ROAD ACCIDENT,NAROK,11/05/2021,0,0,0
27932,ROAD ACCIDENT,NAIROBI,15/05/2021,0,0,0
27933,ROAD ACCIDENT,KISUMU,14/04/2021,0,0,0
27931,DROWNING,NYERI,11/05/2021,0,0,0
27929,ROAD ACCIDENT,KITUI,13/04/2021,0,0,0
27928,ROAD ACCIDENT,MIGORI,12/04/2021,0,0,0
27930,DROWNING,NAIROBI,14/05/2021,0,0,0
27927,ROAD ACCIDENT,THARAKA-NITHI,18/04/2021,0,0,0
27926,ROAD ACCIDENT,KISUMU,11/05/2021,0,0,0
27925,ROAD ACCIDENT,MAKUENI,13/04/2021,0,0,0
27924,ROAD ACCIDENT,NYANDARUA,16/05/2021,0,0,0
27920,ROAD ACCIDENT,NAIROBI,11/05/2021,0,0,0
27923,ROAD ACCIDENT,TRANS-NZOIA,12/04/2021,0,0,0
27922,ELECTROCUTION,MOMBASA,20/05/2021,0,0,0
27919,ROAD ACCIDENT,KIAMBU,13/04/2021,0,0,0
27918,ELECTROCUTION,NAIROBI,11/05/2021,0,0,0
27917,DROWNING,BUNGOMA,16/05/2021,0,0,0
27915,ROAD ACCIDENT,LAIKIPIA,18/04/2021,0,0,0
27916,FIRE,KWALE,13/04/2021,0,0,0
27914,ROAD ACCIDENT,NAKURU,11/05/2021,0,0,0
27913,ROAD ACCIDENT,TRANS-NZOIA,12/04/2021,0,0,0
27912,ROAD ACCIDENT,VIHIGA,15/05/2021,0,0,0
27911,ROAD ACCIDENT,NAIROBI,14/04/2021,0,0,0
27910,ROAD ACCIDENT,TRANS-NZOIA,17/04/2021,0,0,0
27908,DROWNING,NAIROBI,13/04/2021,0,0,0
27905,ROAD ACCIDENT,NAIROBI,12/04/2021,0,0,0
27909,ROAD ACCIDENT,MACHAKOS,16/05/2021,0,0,0
27907,ROAD ACCIDENT,MACHAKOS,15/05/2021,0,0,0
27906,ROAD ACCIDENT,MACHAKOS,16/05/2021,0,0,0
27904,ROAD ACCIDENT,MERU,15/05/2021,0,0,0
27903,ROAD ACCIDENT,BUNGOMA,11/04/2021,0,0,0
27900,DROWNING,KIAMBU,12/04/2021,0,0,0
27902,FIRE,LAIKIPIA,16/05/2021,0,0,0
27899,ROAD ACCIDENT,MURANGA,08/05/2021,0,0,0
27897,ELECTROCUTION,KIAMBU,12/04/2021,0,0,0
27898,DROWNING,TRANS-NZOIA,08/05/2021,0,0,0
27898,DROWNING,TRANS-NZOIA,08/05/2021,0,0,0
27896,ROAD ACCIDENT,NAIROBI,16/05/2021,0,0,0
27895,ROAD ACCIDENT,KAKAMEGA,15/04/2021,0,0,0
27894,ROAD ACCIDENT,KAKAMEGA,08/05/2021,0,0,0
27893,ROAD ACCIDENT,MACHAKOS,2021/4/216,0,0,0
27891,ROAD ACCIDENT,NAROK,08/05/2021,0,0,0
27889,CONFLICT,WAJIR,18/05/2021,0,0,0
27890,ROAD ACCIDENT,NAIROBI,17/04/2021,0,0,0
27888,ROAD ACCIDENT,NYAMIRA,08/05/2021,0,0,0
27887,DROWNING,TAITA-TAVETA,18/05/2021,0,0,0
27886,ROAD ACCIDENT,UASIN-GISHU,2021/4/215,0,0,0
27885,DROWNING,KITUI,08/05/2021,0,0,0
27884,DROWNING,KILIFI,18/05/2021,0,0,0
27880,ROAD ACCIDENT,KIAMBU,13/04/2021,0,0,0
27882,FIRE,KISUMU,08/05/2021,0,0,0
27881,DROWNING,NAROK,17/04/2021,0,0,0
27883,ROAD ACCIDENT,KILIFI,18/05/2021,0,0,0
27878,ROAD ACCIDENT,NAIROBI,18/05/2021,0,0,0
27877,DROWNING,NAROK,2021/4/160,0,0,0
27875,ROAD ACCIDENT,NAIROBI,08/05/2021,0,0,0
27876,ROAD ACCIDENT,NAIROBI,18/05/2021,0,0,0
27873,ROAD ACCIDENT,HOMABAY,17/05/2021,0,0,0
27874,ROAD ACCIDENT,NAIROBI,18/05/2021,0,0,0
27872,ROAD ACCIDENT,NAIROBI,09/05/2021,0,0,0
27871,ROAD ACCIDENT,LAIKIPIA,2021/4/215,0,0,0
27870,FIRE,NAKURU,14/05/2021,0,0,0
27867,DROWNING,KERICHO,17/05/2021,0,0,0
27868,ROAD ACCIDENT,NAIROBI,08/05/2021,0,0,0
27869,DROWNING,LAIKIPIA,2021/5/150,0,0,0
27866,ROAD ACCIDENT,MAKUENI,15/05/2021,0,0,0
27864,DROWNING,NYERI,15/04/2021,0,0,0
27863,ROAD ACCIDENT,KERICHO,09/05/2021,0,0,0
27865,ROAD ACCIDENT,KIRINYAGA,15/05/2021,0,0,0
27861,DROWNING,KISUMU,17/05/2021,0,0,0
27862,ROAD ACCIDENT,NYANDARUA,15/05/2021,0,0,0
27857,ROAD ACCIDENT,NAROK,09/05/2021,0,0,0
27860,ROAD ACCIDENT,NAKURU,20/05/2021,0,0,0
27859,ROAD ACCIDENT,KEIYO-MARAKWET,14/05/2021,0,0,0
27856,DROWNING,NYERI,15/04/2021,0,0,0
27854,ROAD ACCIDENT,TURKANA,17/05/2021,0,0,0
27858,ROAD ACCIDENT,MERU,15/05/2021,0,0,0
27851,ROAD ACCIDENT,NAKURU,18/04/2021,0,0,0
27855,ROAD ACCIDENT,NAIROBI,2021/5/0,0,0,0
27852,ROAD ACCIDENT,NAIROBI,14/05/2021,0,0,0
27853,FIRE,NAKURU,09/05/2021,0,0,0
27850,ROAD ACCIDENT,MACHAKOS,15/05/2021,0,0,0
27849,ROAD ACCIDENT,MAKUENI,08/05/2021,0,0,0
27847,DROWNING,TURKANA,17/05/2021,0,0,0
27848,DROWNING,NAROK,2021/5/140,0,0,0
27846,DROWNING,NANDI,14/05/2021,0,0,0
27845,ELECTROCUTION,NAIROBI,09/05/2021,0,0,0
27843,FIRE,KWALE,2021/4/160,0,0,0
27841,FIRE,NAKURU,18/04/2021,0,0,0
27844,DROWNING,NANDI,15/05/2021,0,0,0
27835,ROAD ACCIDENT,KIAMBU,17/05/2021,0,0,0
27842,FIRE,KIAMBU,13/05/2021,0,0,0
27839,ROAD ACCIDENT,UASIN-GISHU,08/05/2021,0,0,0
27840,FIRE,HOMABAY,13/05/2021,0,0,0
27836,ROAD ACCIDENT,NAIROBI,2021/4/216,0,0,0
27837,DROWNING,KISII,18/04/2021,0,0,0
27838,ROAD ACCIDENT,WEST POKOT,14/05/2021,0,0,0
27834,ROAD ACCIDENT,TAITA-TAVETA,13/05/2021,0,0,0
27831,ROAD ACCIDENT,LAIKIPIA,2021/5/84,0,0,0
27833,ROAD ACCIDENT,KISII,18/04/2021,0,0,0
27832,ROAD ACCIDENT,VIHIGA,12/05/2021,0,0,0
27828,DROWNING,NAIROBI,04/04/2021,0,0,0
27830,ROAD ACCIDENT,NAIROBI,13/05/2021,0,0,0
27825,ROAD ACCIDENT,KISII,20/05/2021,0,0,0
27826,ROAD ACCIDENT,KISII,17/05/2021,0,0,0
27829,ROAD ACCIDENT,NYERI,13/05/2021,0,0,0
27824,FIRE,NYERI,09/05/2021,0,0,0
27823,FIRE,NYERI,12/05/2021,0,0,0
27822,ROAD ACCIDENT,KAKAMEGA,17/05/2021,0,0,0
27821,ROAD ACCIDENT,KIAMBU,18/04/2021,0,0,0
27820,FIRE,KIRINYAGA,09/05/2021,0,0,0
27819,DROWNING,KITUI,20/05/2021,0,0,0
27818,ROAD ACCIDENT,SIAYA,07/05/2021,0,0,0
27816,ROAD ACCIDENT,KILIFI,18/04/2021,0,0,0
27814,ELECTROCUTION,KWALE,08/05/2021,0,0,0
27817,DROWNING,SIAYA,07/05/2021,0,0,0
27815,DROWNING,KIAMBU,07/05/2021,0,0,0
27813,ROAD ACCIDENT,KAJIADO,07/05/2021,0,0,0
27811,DROWNING,KIAMBU,01/04/2021,0,0,0
27812,ROAD ACCIDENT,NAIROBI,08/05/2021,0,0,0
27810,ROAD ACCIDENT,KAKAMEGA,17/05/2021,0,0,0
27809,ROAD ACCIDENT,TRANS-NZOIA,17/05/2021,0,0,0
27803,ROAD ACCIDENT,NAKURU,17/04/2021,0,0,0
`,ROAD ACCIDENT,KITUI,17/04/2021,0,0,0
27800,ROAD ACCIDENT,SIAYA,20/04/2021,0,0,0
27797,CONFLICT,SAMBURU,20/04/2021,0,0,0
27796,DROWNING,MURANGA,19/04/2021,0,0,0
27790,ROAD ACCIDENT,HOMABAY,19/04/2021,0,0,0
27792,ROAD ACCIDENT,NAIROBI,08/05/2021,0,0,0
27791,ROAD ACCIDENT,NAKURU,07/05/2021,0,0,0
27789,ROAD ACCIDENT,MIGORI,19/04/2021,0,0,0
27788,ROAD ACCIDENT,NYAMIRA,19/04/2021,0,0,0
27759,ROAD ACCIDENT,NAROK,05/04/2021,0,0,0
27758,DROWNING,NYAMIRA,05/04/2021,0,0,0
27755,ROAD ACCIDENT,KAJIADO,05/04/2021,0,0,0
27754,ROAD ACCIDENT,NAIROBI,01/05/2021,0,0,0
27753,ROAD ACCIDENT,NAKURU,25/04/2021,0,0,0
27752,DROWNING,KITUI,05/04/2021,0,0,0
27751,ROAD ACCIDENT,KISUMU,24/04/2021,0,0,0
27749,ROAD ACCIDENT,NAKURU,24/04/2021,0,0,0
27747,ROAD ACCIDENT,KITUI,04/05/2021,0,0,0
27745,ROAD ACCIDENT,KAJIADO,01/05/2021,0,0,0
27745,ROAD ACCIDENT,KAJIADO,01/05/2021,0,0,0
27745,ROAD ACCIDENT,KAJIADO,01/05/2021,0,0,0
27746,ROAD ACCIDENT,TRANS-NZOIA,03/05/2021,0,0,0
27744,ROAD ACCIDENT,HOMABAY,03/05/2021,0,0,0
27741,ROAD ACCIDENT,NAIROBI,01/05/2021,0,0,0
27741,ROAD ACCIDENT,NAIROBI,01/05/2021,0,0,0
27741,ROAD ACCIDENT,NAIROBI,01/05/2021,0,0,0
27741,ROAD ACCIDENT,NAIROBI,01/05/2021,0,0,0
27743,ROAD ACCIDENT,MARSABIT,27/04/2021,0,0,0
27739,DROWNING,BUSIA,05/05/2021,0,0,0
27738,ROAD ACCIDENT,KILIFI,27/04/2021,0,0,0
27735,ROAD ACCIDENT,KAKAMEGA,06/04/2021,0,0,0
27737,ROAD ACCIDENT,BUNGOMA,27/04/2021,0,0,0
27736,ROAD ACCIDENT,NAIROBI,01/05/2021,0,0,0
27736,ROAD ACCIDENT,NAIROBI,01/05/2021,0,0,0
27734,ROAD ACCIDENT,NYERI,26/04/2021,0,0,0
27733,ROAD ACCIDENT,KAJIADO,26/04/2021,0,0,0
27732,FIRE,KWALE,05/05/2021,0,0,0
27731,DROWNING,MACHAKOS,11/07/2021,0,0,0
27730,DROWNING,THARAKA-NITHI,06/04/2021,0,0,0
27729,ROAD ACCIDENT,NAIROBI,01/05/2021,0,0,0
27729,ROAD ACCIDENT,NAIROBI,01/05/2021,0,0,0
27729,ROAD ACCIDENT,NAIROBI,01/05/2021,0,0,0
27728,ROAD ACCIDENT,NAIROBI,26/04/2021,0,0,0
27727,ROAD ACCIDENT,NAROK,03/04/2021,0,0,0
27726,ROAD ACCIDENT,BUSIA,03/05/2021,0,0,0
27725,DROWNING,HOMABAY,05/05/2021,0,0,0
27723,DROWNING,KITUI,30/04/2021,0,0,0
27722,ROAD ACCIDENT,ISIOLO,27/04/2021,0,0,0
27724,ROAD ACCIDENT,NYERI,05/04/2021,0,0,0
27721,ROAD ACCIDENT,NAIROBI,01/05/2021,0,0,0
27720,DROWNING,NYERI,04/04/2021,0,0,0
27719,ROAD ACCIDENT,BUNGOMA,28/04/2021,0,0,0
27717,ROAD ACCIDENT,NAIROBI,28/04/2021,0,0,0
27714,ELECTROCUTION,VIHIGA,03/05/2021,0,0,0
27718,DROWNING,NAROK,30/04/2021,0,0,0
27716,ROAD ACCIDENT,BARINGO,06/04/2021,0,0,0
27712,ROAD ACCIDENT,NAIROBI,28/04/2021,0,0,0
27713,DROWNING,SIAYA,30/04/2021,0,0,0
27709,ROAD ACCIDENT,NAIROBI,05/05/2021,0,0,0
27710,DROWNING,LAIKIPIA,30/04/2021,0,0,0
27707,ROAD ACCIDENT,BUNGOMA,05/04/2021,0,0,0
27708,ROAD ACCIDENT,KAJIADO,03/05/2021,0,0,0
27706,ELECTROCUTION,KIAMBU,01/05/2021,0,0,0
27704,ROAD ACCIDENT,MIGORI,28/04/2021,0,0,0
27705,ROAD ACCIDENT,KAKAMEGA,30/04/2021,0,0,0
27703,DROWNING,BUNGOMA,05/04/2021,0,0,0
27701,ROAD ACCIDENT,NAKURU,27/04/2021,0,0,0
27702,DROWNING,NAROK,12/05/2021,0,0,0
27699,ROAD ACCIDENT,MOMBASA,2021/4/129,0,0,0
27700,DROWNING,HOMABAY,11/07/2021,0,0,0
27698,DROWNING,BOMET,12/05/2021,0,0,0
27697,DROWNING,SIAYA,2021/5/128,0,0,0
27693,ROAD ACCIDENT,HOMABAY,29/04/2021,0,0,0
27692,ROAD ACCIDENT,BOMET,29/04/2021,0,0,0
27694,FIRE,NAIROBI,28/04/2021,0,0,0
27696,DROWNING,KIAMBU,12/05/2021,0,0,0
27695,ROAD ACCIDENT,MACHAKOS,12/05/2021,0,0,0
27690,ROAD ACCIDENT,KAJIADO,29/04/2021,0,0,0
