Serial,Event,&quot;County&quot;,Date (YMD),Directly affected,Indirectly Affected,Losses $USD
1348,FLOOD,TANA-RIVER,30/05/2012,0,0,0
1347,FLOOD,TANA-RIVER,30/05/2012,0,0,0
1346,FLOOD,TANA-RIVER,30/05/2012,0,0,0
1345,FLOOD,TANA-RIVER,30/05/2012,0,0,0
1344,FLOOD,TANA-RIVER,30/05/2012,0,0,0
1343,FLOOD,TANA-RIVER,30/05/2012,0,0,0
1342,FLOOD,TANA-RIVER,30/05/2012,0,0,0
1341,FLOOD,TANA-RIVER,30/05/2012,0,0,0
1340,FLOOD,TANA-RIVER,30/05/2012,0,0,0
1339,FLOOD,TANA-RIVER,30/05/2012,0,0,0
1338,FLOOD,TANA-RIVER,30/05/2012,0,0,0
1337,FLOOD,TANA-RIVER,30/05/2012,0,0,0
1336,FLOOD,TANA-RIVER,30/05/2012,0,0,0
1335,FLOOD,TANA-RIVER,30/05/2012,0,0,0
1334,FLOOD,TANA-RIVER,30/05/2012,0,0,0
1333,FLOOD,TANA-RIVER,30/05/2012,0,0,0
1332,FLOOD,TANA-RIVER,30/05/2012,0,0,0
1331,FLOOD,TANA-RIVER,30/05/2012,0,0,0
1330,FLOOD,TANA-RIVER,30/05/2012,0,0,0
1329,FLOOD,TANA-RIVER,30/05/2012,0,0,0
1328,FLOOD,TANA-RIVER,30/05/2012,0,0,0
1327,FLOOD,TANA-RIVER,30/05/2012,0,0,0
1326,FLOOD,TANA-RIVER,30/05/2012,0,0,0
1325,FLOOD,TANA-RIVER,30/05/2012,0,0,0
1324,FLOOD,TANA-RIVER,30/05/2012,0,0,0
1323,FLOOD,TANA-RIVER,30/05/2012,0,0,0
1302,FLOOD,HOMABAY,19/04/2012,0,0,0
1301,FLOOD,KISUMU,19/04/2012,0,441,0
1300,FLOOD,MACHAKOS,06/05/2012,0,0,0
1299,FLOOD,NAIROBI,04/05/2012,0,100,0
1298,FLOOD,KAJIADO,04/05/2012,0,0,0
1297,FLOOD,MACHAKOS,04/05/2012,0,0,0
1296,FLOOD,KAJIADO,24/04/2012,0,0,0
1295,FLOOD,NAKURU,28/04/2012,0,0,0
1294,FLOOD,MOMBASA,01/06/2008,0,0,0
1293,FLOOD,MOMBASA,01/06/2008,0,585,0
1292,DROUGHT,GARISSA,28/09/2009,0,0,0
1291,DROUGHT,KILIFI,09/10/2009,0,0,0
1290,FLOOD,NAIROBI,22/12/2009,0,0,0
1289,FLOOD,NAIROBI,22/12/2009,0,0,0
1288,FLOOD,KITUI,06/01/2010,0,0,0
1287,DROUGHT,KIAMBU,09/10/2009,0,0,0
1286,DROUGHT,NYERI,09/10/2009,0,0,0
1285,DROUGHT,NYERI,09/10/2009,0,0,0
1284,DROUGHT,NYERI,09/10/2009,0,0,0
1283,DROUGHT,NYERI,09/10/2009,0,0,0
1282,DROUGHT,NYERI,09/10/2009,0,0,0
1281,DROUGHT,LAIKIPIA,09/10/2009,0,0,0
1280,DROUGHT,MERU,09/10/2009,0,0,0
1279,DROUGHT,MERU,09/10/2009,0,0,0
1278,DROUGHT,MERU,09/10/2009,0,0,0
1277,DROUGHT,MERU,09/10/2009,0,0,0
1276,DROUGHT,MERU,09/10/2009,0,0,0
1275,DROUGHT,EMBU,01/08/2009,0,0,0
1274,DROUGHT,EMBU,01/08/2009,0,0,0
1273,DROUGHT,WEST POKOT,01/08/2009,0,0,0
1272,DROUGHT,WEST POKOT,01/08/2009,0,0,0
1271,DROUGHT,WEST POKOT,01/08/2009,0,0,0
1270,DROUGHT,WEST POKOT,01/08/2009,0,0,0
1269,DROUGHT,WEST POKOT,01/08/2009,0,0,0
1268,DROUGHT,WEST POKOT,01/08/2009,0,0,0
1267,DROUGHT,WEST POKOT,01/08/2009,0,0,0
1266,DROUGHT,WEST POKOT,01/08/2009,0,0,0
1265,DROUGHT,WEST POKOT,01/08/2009,0,0,0
1264,DROUGHT,WEST POKOT,01/08/2009,0,0,0
1263,DROUGHT,WEST POKOT,01/08/2009,0,0,0
1262,DROUGHT,WEST POKOT,01/08/2009,0,0,0
7042,WINDSTORM,TANA-RIVER,18/01/2013,0,0,0
1261,DROUGHT,WEST POKOT,01/08/2009,0,0,0
1260,DROUGHT,WEST POKOT,01/08/2009,0,0,0
1259,FLOOD,NAROK,06/01/2010,0,0,0
1257,FLOOD,TANA-RIVER,21/10/2009,0,0,0
1256,FLOOD,KISUMU,21/10/2009,0,0,0
1255,FLOOD,TAITA-TAVETA,01/11/2008,0,0,0
1254,FLOOD,TRANS-NZOIA,01/05/2009,0,0,0
1253,FLOOD,TURKANA,01/05/2009,0,0,0
1252,MUDSLIDE,WEST POKOT,01/05/2009,0,0,0
1251,MUDSLIDE,NANDI,01/05/2009,0,0,0
1250,FLOOD,WEST POKOT,01/05/2009,0,0,0
1249,FLOOD,BUSIA,01/05/2009,0,0,0
1248,FLOOD,SIAYA,01/05/2009,0,400,0
1247,LANDSLIDE,MURANGA,01/05/2009,0,0,0
1246,FLOOD,MIGORI,01/05/2009,0,0,0
1245,FLOOD,TANA-RIVER,25/05/2010,0,548,0
1244,FLOOD,TANA-RIVER,25/05/2010,0,1051,0
1243,FLOOD,TANA-RIVER,25/05/2010,0,734,0
1242,FLOOD,TANA-RIVER,25/05/2010,0,762,0
1241,FLOOD,TANA-RIVER,25/05/2010,0,876,0
1240,FLOOD,TANA-RIVER,25/05/2010,0,212,0
1239,FLOOD,TANA-RIVER,25/05/2010,0,455,0
1238,FLOOD,TANA-RIVER,25/05/2010,0,815,0
1237,FLOOD,TANA-RIVER,25/05/2010,0,711,0
1236,FLOOD,TANA-RIVER,25/05/2010,0,678,0
1235,FLOOD,TANA-RIVER,25/05/2010,0,915,0
1234,FLOOD,KIAMBU,16/05/2010,0,0,0
1233,FLOOD,LAIKIPIA,25/04/2010,0,0,0
1232,FLOOD,TANA-RIVER,21/05/2010,0,0,0
1231,FLOOD,MURANGA,04/04/2010,0,0,0
1230,FLOOD,KILIFI,22/05/2010,0,0,0
1229,FLOOD,TANA-RIVER,21/05/2010,0,0,0
1228,FLOOD,TANA-RIVER,21/03/2010,0,70,0
1227,FLOOD,KILIFI,21/03/2010,0,365,0
1226,FLOOD,TANA-RIVER,21/03/2010,0,0,0
1225,FLOOD,TANA-RIVER,21/03/2010,0,0,0
1224,FLOOD,TRANS-NZOIA,23/05/2010,0,0,0
1223,FLOOD,TRANS-NZOIA,23/05/2010,0,0,0
1222,FLOOD,NAKURU,02/03/2010,0,0,0
1221,FLOOD,KISII,22/05/2010,0,0,0
1220,LANDSLIDE,KISII,18/05/2010,0,0,0
1219,FLOOD,KISUMU,11/05/2010,0,0,0
1218,FLOOD,HOMABAY,06/05/2010,0,0,0
1217,FLOOD,HOMABAY,25/04/2010,0,0,0
1216,STORM,TRANS-NZOIA,08/03/2010,0,0,0
1215,FLOOD,TRANS-NZOIA,10/03/2010,0,0,0
1214,FLOOD,NAIROBI,20/04/2010,0,0,0
1213,FLOOD,SAMBURU,02/05/2010,0,0,0
1212,FLOOD,MARSABIT,20/04/2010,0,0,0
1211,FLOOD,MARSABIT,27/04/2010,0,0,0
1210,FLOOD,MARSABIT,27/04/2010,0,0,0
1209,FLOOD,ISIOLO,20/04/2010,0,0,0
1208,FLOOD,MARSABIT,20/04/2010,0,0,0
1207,FLOOD,MARSABIT,15/04/2010,0,0,0
1206,FLOOD,MARSABIT,15/04/2010,0,0,0
1205,FLOOD,MARSABIT,15/04/2010,0,0,0
1204,FLOOD,MARSABIT,15/04/2010,0,0,0
1203,FLOOD,MARSABIT,15/04/2010,0,0,0
1202,FLOOD,MARSABIT,15/04/2010,0,0,0
1201,FLOOD,MARSABIT,15/04/2010,0,0,0
1200,FLOOD,MARSABIT,07/03/2010,0,0,0
1199,FLOOD,MARSABIT,07/03/2010,0,0,0
1198,FLOOD,MARSABIT,07/03/2010,0,0,0
1197,FLOOD,MARSABIT,07/03/2010,0,0,0
1196,FLOOD,MARSABIT,07/03/2010,0,0,0
1195,FLOOD,MARSABIT,04/03/2010,0,0,0
1194,FLOOD,ISIOLO,04/03/2010,0,0,0
1102,FLOOD,TRANS-NZOIA,03/09/2010,0,0,0
1101,FLOOD,TRANS-NZOIA,03/09/2010,0,0,0
1094,EPIDEMIC,BUSIA,31/03/2008,0,1,0
1093,EPIDEMIC,BUNGOMA,31/03/2008,0,0,0
1092,EPIDEMIC,KAKAMEGA,31/03/2008,0,0,0
1091,EPIDEMIC,VIHIGA,31/03/2008,0,0,0
1090,EPIDEMIC,KISII,31/03/2008,0,0,0
1085,DROUGHT,MAKUENI,01/05/2010,0,0,0
1083,DROUGHT,MAKUENI,01/05/2010,0,0,0
1082,DROUGHT,MAKUENI,01/05/2010,0,0,0
1081,DROUGHT,MAKUENI,01/05/2010,0,0,0
1193,FLOOD,MACHAKOS,04/03/2010,0,0,0
1192,THUNDERSTORM,KAKAMEGA,09/08/2012,0,0,0
1191,THUNDERSTORM,UASIN-GISHU,10/08/2012,0,0,0
1190,FLOOD,TURKANA,01/07/2010,0,0,0
1189,FLOOD,TURKANA,01/07/2010,0,0,0
1188,FLOOD,TURKANA,01/07/2010,0,0,0
1187,FLOOD,TURKANA,01/07/2010,0,0,0
1186,FLOOD,TURKANA,01/07/2010,0,0,0
1185,FLOOD,TURKANA,01/07/2010,0,0,0
1184,FLOOD,TURKANA,01/07/2010,0,0,0
1183,FLOOD,TURKANA,01/07/2010,0,0,0
1182,FLOOD,TURKANA,01/07/2010,0,0,0
1181,FLOOD,TURKANA,01/07/2010,0,0,0
1180,FLOOD,KIAMBU,01/07/2010,0,0,0
1179,FLOOD,NAIROBI,01/07/2010,0,0,0
1178,FLOOD,NAIROBI,01/07/2010,0,0,0
1177,FLOOD,NAIROBI,01/07/2010,0,0,0
1176,FLOOD,NAIROBI,01/07/2010,0,0,0
1175,FLOOD,KAJIADO,01/07/2010,0,0,0
1174,FLOOD,NAROK,01/07/2010,0,0,0
1173,THUNDERSTORM,WEST POKOT,30/07/2012,0,0,0
1172,DROUGHT,KIAMBU,01/04/2010,0,0,0
1171,DROUGHT,GARISSA,01/04/2010,0,0,0
1170,DROUGHT,MACHAKOS,01/04/2010,0,0,0
1169,DROUGHT,MACHAKOS,01/04/2010,0,0,0
1168,DROUGHT,MACHAKOS,01/04/2010,0,0,0
6810,FLOOD,MANDERA,15/10/2015,0,20,0
6808,FLOOD,KIAMBU,27/10/2015,0,0,0
1356,WINDSTORM,TRANS-NZOIA,20/05/2012,0,0,0
1258,FLOOD,TURKANA,06/01/2010,0,0,0
1095,EPIDEMIC,NAKURU,09/04/2008,0,0,0
1100,FLOOD,TRANS-NZOIA,03/09/2010,0,0,0
1099,FLOOD,TRANS-NZOIA,03/09/2010,0,0,0
1098,FLOOD,TRANS-NZOIA,03/09/2010,0,0,0
1097,FLOOD,TRANS-NZOIA,03/09/2010,0,0,0
1096,EPIDEMIC,NAKURU,09/04/2008,0,0,0
1313,FLOOD,KIAMBU,11/07/2012,0,0,0
1312,FLOOD,HOMABAY,28/06/2012,0,0,0
1311,FLOOD,KAJIADO,07/05/2012,0,0,0
1310,FLOOD,NYERI,13/05/2012,0,0,0
1309,FLOOD,KIRINYAGA,13/05/2012,0,0,0
1308,FLOOD,NYERI,13/05/2012,0,0,0
1307,FLOOD,NYANDARUA,09/05/2012,0,0,0
1306,FLOOD,KIAMBU,09/05/2012,0,135,0
1305,FLOOD,NAKURU,19/05/2012,0,1455,0
5520,FIRE,MACHAKOS,14/08/2015,0,0,0
5518,FIRE,HOMABAY,05/08/2015,0,0,0
5517,FIRE,NAKURU,03/08/2015,0,0,0
5516,FIRE,KITUI,31/07/2015,0,0,0
5515,FIRE,KITUI,31/07/2015,0,0,0
5514,FIRE,NYAMIRA,26/07/2015,0,0,0
5513,FIRE,TAITA-TAVETA,23/07/2015,0,0,0
5512,FIRE,KIAMBU,18/03/2016,0,0,0
5511,FIRE,KIAMBU,23/07/2015,0,0,0
5510,FIRE,NAIROBI,23/07/2015,0,0,0
5509,FIRE,KILIFI,22/07/2015,0,0,0
5486,WINDSTORM,BUNGOMA,05/06/2015,0,0,0
5493,FIRE,NYERI,02/07/2015,0,0,0
5492,FIRE,MERU,01/07/2015,0,0,0
5490,FIRE,BOMET,30/06/2015,0,0,0
5489,FIRE,KIAMBU,17/06/2015,0,0,0
5487,FIRE,BUNGOMA,16/06/2015,0,0,0
5486,FIRE,BUNGOMA,05/06/2015,0,171,0
5485,FIRE,NAIROBI,04/06/2015,0,0,0
5483,FIRE,HOMABAY,29/05/2015,0,0,0
1304,FLOOD,HOMABAY,18/04/2012,3,0,0
1303,FLOOD,NAKURU,17/05/2012,0,0,0
1111,DROUGHT,TANA-RIVER,01/04/2010,0,0,0
1110,DROUGHT,TANA-RIVER,01/04/2010,0,0,0
1109,DROUGHT,MACHAKOS,01/04/2010,0,0,0
1108,DROUGHT,MACHAKOS,01/04/2010,0,0,0
1107,DROUGHT,MAKUENI,01/04/2010,0,0,0
1106,DROUGHT,MACHAKOS,01/04/2010,0,0,0
1105,DROUGHT,MAKUENI,01/04/2010,0,0,0
1104,FLOOD,TRANS-NZOIA,03/09/2010,0,0,0
1103,FLOOD,TRANS-NZOIA,03/09/2010,0,0,0
1080,DROUGHT,MAKUENI,01/05/2010,0,0,0
1079,DROUGHT,MAKUENI,01/05/2010,0,0,0
1078,DROUGHT,MAKUENI,01/05/2010,0,0,0
1077,DROUGHT,MAKUENI,01/05/2010,0,0,0
1076,DROUGHT,MAKUENI,01/05/2010,0,0,0
1075,DROUGHT,KITUI,01/05/2010,0,0,0
1074,DROUGHT,KITUI,01/05/2010,0,0,0
1073,DROUGHT,KITUI,01/05/2010,0,0,0
1072,DROUGHT,KITUI,01/05/2010,0,0,0
1071,DROUGHT,KITUI,01/05/2010,0,0,0
1070,DROUGHT,KITUI,01/05/2010,0,0,0
1069,DROUGHT,KITUI,01/05/2010,0,0,0
1068,DROUGHT,KITUI,01/05/2010,0,0,0
1067,DROUGHT,KITUI,01/05/2010,0,0,0
1066,DROUGHT,KITUI,01/05/2010,0,0,0
1065,DROUGHT,MAKUENI,01/05/2010,0,0,0
1064,DROUGHT,MAKUENI,01/05/2010,0,0,0
1063,DROUGHT,MAKUENI,01/05/2010,0,0,0
1062,DROUGHT,MAKUENI,01/05/2010,0,0,0
1061,DROUGHT,MAKUENI,01/05/2010,0,0,0
1060,DROUGHT,MAKUENI,01/05/2010,0,0,0
1059,DROUGHT,MAKUENI,01/05/2010,0,0,0
1058,DROUGHT,MAKUENI,01/05/2010,0,0,0
1057,DROUGHT,MAKUENI,01/05/2010,0,0,0
1056,DROUGHT,MAKUENI,01/05/2010,0,0,0
1055,DROUGHT,MAKUENI,01/05/2010,0,0,0
1054,DROUGHT,MAKUENI,01/05/2010,0,0,0
1053,DROUGHT,MAKUENI,01/05/2010,0,0,0
1052,DROUGHT,MAKUENI,01/05/2010,0,0,0
1051,DROUGHT,KITUI,01/05/2010,0,0,0
1050,DROUGHT,KITUI,01/05/2010,0,0,0
1049,DROUGHT,KITUI,05/01/2010,0,0,0
1048,DROUGHT,KITUI,01/05/2010,0,0,0
1047,DROUGHT,KITUI,01/05/2010,0,0,0
1046,DROUGHT,KITUI,01/05/2010,0,0,0
1045,DROUGHT,KITUI,01/05/2010,0,0,0
1044,DROUGHT,KITUI,01/05/2010,0,0,0
1043,DROUGHT,KITUI,01/05/2010,0,0,0
1042,DROUGHT,KITUI,01/05/2010,0,0,0
1041,DROUGHT,KITUI,01/05/2010,0,0,0
1040,DROUGHT,KITUI,01/05/2010,0,0,0
1039,DROUGHT,KITUI,01/05/2010,0,0,0
1038,DROUGHT,KITUI,01/05/2010,0,0,0
1037,DROUGHT,KITUI,01/05/2010,0,0,0
1167,DROUGHT,MACHAKOS,01/04/2010,0,0,0
1166,DROUGHT,MACHAKOS,01/04/2010,0,0,0
1165,DROUGHT,MACHAKOS,01/04/2010,0,0,0
1164,DROUGHT,MACHAKOS,01/04/2010,0,0,0
1163,RAINS,NYANDARUA,30/06/2012,7930,0,0
1162,RAINS,NYANDARUA,30/06/2012,13116,0,0
1161,RAINS,NYANDARUA,30/06/2012,13600,0,0
1160,RAINS,NYANDARUA,30/06/2012,28783,0,0
1159,RAINS,NYANDARUA,30/06/2012,3000,0,0
1158,RAINS,NYANDARUA,30/06/2012,0,0,0
1157,RAINS,NYANDARUA,30/06/2012,8430,0,0
1145,RAINS,KIAMBU,30/06/2012,14760,0,0
1144,RAINS,KIAMBU,30/06/2012,14760,0,0
1143,DROUGHT,MACHAKOS,01/04/2010,0,0,0
1142,DROUGHT,MACHAKOS,01/04/2010,0,0,0
1141,RAINS,KIAMBU,30/06/2012,5075,0,0
1140,RAINS,MURANGA,30/06/2012,50892,0,0
1139,RAINS,MURANGA,30/06/2012,12500,0,0
1138,RAINS,MURANGA,30/06/2012,16576,0,0
1137,RAINS,MURANGA,30/06/2012,16000,0,0
1136,RAINS,MURANGA,30/06/2012,6173,0,0
1135,DROUGHT,KILIFI,01/04/2010,0,0,0
1134,RAINS,MURANGA,30/06/2012,7310,0,0
1133,RAINS,MURANGA,30/06/2012,23443,0,0
1132,DROUGHT,KILIFI,01/04/2010,0,0,0
1131,RAINS,MURANGA,30/06/2012,2153,0,0
1130,RAINS,KIRINYAGA,30/06/2012,14693,0,0
1129,DROUGHT,KILIFI,01/04/2010,0,0,0
1128,RAINS,KIRINYAGA,30/06/2012,57154,0,0
1127,DROUGHT,GARISSA,01/04/2010,0,0,0
1126,RAINS,KIRINYAGA,30/06/2012,970,0,0
1125,DROUGHT,GARISSA,01/04/2010,0,0,0
1124,RAINS,KIRINYAGA,30/06/2012,9550,0,0
1123,DROUGHT,TANA-RIVER,01/04/2010,0,0,0
1122,RAINS,KIRINYAGA,30/06/2012,2621,0,0
1121,RAINS,NYERI,30/06/2012,27100,0,0
1120,RAINS,NYERI,30/06/2012,55518,0,0
1119,RAINS,NYERI,30/06/2012,21160,0,0
1118,RAINS,NYERI,30/06/2012,993,0,0
1117,RAINS,NYERI,30/06/2012,8700,0,0
1116,RAINS,NYERI,30/06/2012,1000,0,0
1115,DROUGHT,TANA-RIVER,01/04/2010,0,0,0
1114,RAINS,NYERI,30/06/2012,2750,0,0
1113,RAINS,NYERI,30/06/2012,16500,0,0
1112,DROUGHT,TANA-RIVER,01/04/2010,0,0,0
1089,EPIDEMIC,NYAMIRA,31/03/2008,0,0,0
1088,EPIDEMIC,KISUMU,31/03/2008,0,0,0
1087,EPIDEMIC,HOMABAY,31/03/2008,0,0,0
1086,EPIDEMIC,MIGORI,31/03/2008,0,0,0
1084,EPIDEMIC,SIAYA,31/03/2008,0,0,0
1036,DROUGHT,KITUI,01/05/2010,0,0,0
1035,DROUGHT,KITUI,01/05/2010,0,0,0
1034,DROUGHT,KITUI,01/05/2010,0,0,0
945,FLOOD,MERU,14/05/2002,0,0,0
944,FLOOD,MERU,14/05/2002,0,0,0
943,FLOOD,MERU,14/05/2002,0,0,0
942,FLOOD,MERU,14/05/2002,0,0,0
999,LANDSLIDE,MAKUENI,2010/11/31,0,0,0
998,LANDSLIDE,MERU,31/12/2002,0,0,0
997,LANDSLIDE,MURANGA,01/10/2009,0,0,0
996,MUDSLIDE,MURANGA,01/10/2009,0,0,0
995,LANDSLIDE,BARINGO,31/12/2008,0,0,0
994,FLOOD,BARINGO,31/12/2007,0,0,0
993,LANDSLIDE,BARINGO,31/12/2006,0,0,0
992,LANDSLIDE,BARINGO,31/12/2005,0,0,0
991,LANDSLIDE,BARINGO,31/12/2004,0,0,0
990,LANDSLIDE,BARINGO,31/12/2003,0,0,0
989,LANDSLIDE,BARINGO,31/12/2002,0,0,0
988,LANDSLIDE,KEIYO-MARAKWET,31/12/2003,0,0,0
987,LANDSLIDE,KERICHO,31/12/2003,0,0,0
986,LANDSLIDE,WEST POKOT,30/11/2008,0,0,0
985,LANDSLIDE,KEIYO-MARAKWET,26/05/2010,0,0,0
984,LANDSLIDE,KAKAMEGA,11/08/2007,0,0,0
983,FOREST FIRE,KISUMU,15/03/1997,0,0,0
982,FLOOD,ISIOLO,24/05/2005,0,420,0
981,FLOOD,ISIOLO,24/05/2005,0,1320,0
980,FLOOD,ISIOLO,24/05/2005,0,240,0
979,FLOOD,ISIOLO,24/05/2005,0,200,0
978,FLOOD,ISIOLO,25/04/2005,0,240,0
977,FLOOD,ISIOLO,24/05/2005,0,720,0
976,FLOOD,ISIOLO,24/05/2005,0,300,0
975,FLOOD,ISIOLO,24/05/2005,0,1020,0
974,FLOOD,ISIOLO,24/05/2005,0,420,0
973,FLOOD,ISIOLO,24/05/2005,0,900,0
972,FLOOD,BUSIA,14/05/2002,0,0,0
971,FLOOD,ISIOLO,24/05/2005,0,420,0
970,FLOOD,BUNGOMA,14/05/2002,0,0,0
941,FLOOD,KISUMU,07/09/2003,0,200,0
940,FLOOD,SIAYA,07/09/2003,0,0,0
939,FLOOD,SIAYA,07/09/2003,0,365,0
938,FLOOD,SIAYA,07/09/2003,0,21000,0
937,FLOOD,BUSIA,11/12/2003,0,0,0
936,FLOOD,BUSIA,15/11/2008,0,5000,0
935,FLOOD,BUSIA,15/11/2008,0,4000,0
934,FLOOD,KAKAMEGA,13/11/2008,0,3000,0
933,FLOOD,BUSIA,01/11/2008,0,3500,0
932,FLOOD,KAKAMEGA,13/11/2008,0,3200,0
931,FLOOD,KAKAMEGA,14/11/2008,0,2050,0
930,FLOOD,KITUI,11/11/2008,0,485,0
929,THUNDERSTORM,TANA-RIVER,08/11/2008,0,0,0
928,FLOOD,ISIOLO,24/04/2005,0,540,0
927,FLOOD,ISIOLO,24/05/2005,0,1200,0
926,FLOOD,ISIOLO,06/04/2006,0,3200,0
925,FLOOD,HOMABAY,24/04/2006,0,131,0
924,FLOOD,HOMABAY,24/04/2006,0,16,0
923,FLOOD,SIAYA,24/04/2006,0,476,0
922,FLOOD,SIAYA,24/04/2006,0,8,0
921,FLOOD,MIGORI,26/04/2006,0,3000,0
920,LANDSLIDE,KIRINYAGA,03/05/2006,0,7,0
919,FLOOD,ISIOLO,26/10/2006,0,1541,0
918,FLOOD,WAJIR,28/10/2006,0,210,0
917,FLOOD,MANDERA,07/10/2006,0,0,0
916,FLOOD,MARSABIT,27/10/2006,0,9000,0
915,FLOOD,TURKANA,27/10/2006,0,5000,0
914,FLOOD,ISIOLO,27/10/2006,0,10000,0
913,FLOOD,TANA-RIVER,11/11/2008,0,0,0
912,FLOOD,GARISSA,11/11/2008,0,0,0
911,FLOOD,TANA-RIVER,27/10/2006,0,0,0
910,FLOOD,KWALE,27/10/2006,0,67,0
909,FLOOD,TANA-RIVER,07/11/2008,0,0,0
908,FLOOD,KILIFI,27/10/2006,0,0,0
907,FLOOD,TANA-RIVER,07/11/2008,0,0,0
906,FLOOD,KWALE,27/10/2006,0,0,0
905,FLOOD,TANA-RIVER,07/11/2008,0,0,0
904,FLOOD,TANA-RIVER,07/11/2008,0,0,0
903,FLOOD,TANA-RIVER,07/11/2008,0,0,0
902,FLOOD,TANA-RIVER,07/11/2008,0,36233,0
901,FLOOD,TAITA-TAVETA,07/11/2008,0,100,0
900,FLOOD,KILIFI,27/10/2006,0,0,0
899,FLOOD,MOMBASA,27/10/2006,0,0,0
887,FLOOD,MANDERA,07/11/2008,0,0,0
886,FLOOD,MANDERA,07/11/2008,0,0,0
885,FLOOD,MANDERA,07/11/2008,0,0,0
884,FLOOD,MANDERA,07/11/2008,0,0,0
883,FLOOD,MANDERA,07/11/2008,0,0,0
882,FLOOD,MANDERA,07/11/2008,0,0,0
881,FLOOD,MANDERA,07/11/2008,0,0,0
880,FLOOD,MANDERA,07/11/2008,0,0,0
879,FLOOD,MANDERA,07/11/2008,0,0,0
878,FLOOD,MANDERA,07/11/2008,0,0,0
877,FLOOD,MANDERA,07/11/2008,0,1200,0
876,FLOOD,GARISSA,07/11/2008,0,0,0
875,FLOOD,BUSIA,21/08/2007,0,0,0
1033,EPIDEMIC,WAJIR,01/02/2008,0,0,0
1032,EPIDEMIC,MANDERA,01/02/2008,0,0,0
1031,EPIDEMIC,MANDERA,16/01/2008,0,0,0
1030,EPIDEMIC,SIAYA,01/11/1997,0,0,0
1029,EPIDEMIC,KISUMU,01/10/1997,0,0,0
1028,EPIDEMIC,SIAYA,01/06/1997,0,0,0
1027,EPIDEMIC,WEST POKOT,01/01/2007,0,0,0
1026,EPIDEMIC,KWALE,01/01/2007,0,0,0
1025,EPIDEMIC,SIAYA,01/01/2007,0,0,0
1018,LANDSLIDE,KIRINYAGA,12/06/2012,0,0,0
1017,FLOOD,TANA-RIVER,01/03/2012,0,0,0
1016,FLOOD,TANA-RIVER,01/03/2012,0,0,0
1015,FLOOD,TANA-RIVER,01/03/2012,0,0,0
1014,FLOOD,KILIFI,01/03/2012,0,0,0
1013,FLOOD,NAKURU,01/03/2012,0,0,0
1024,EPIDEMIC,KISUMU,01/01/2007,0,0,0
1012,FLOOD,KIAMBU,01/03/2012,0,0,0
1011,FLOOD,MACHAKOS,01/03/2012,0,0,0
1010,FLOOD,KAJIADO,01/03/2012,0,0,0
1009,FLOOD,KAJIADO,01/03/2012,0,0,0
1008,FLOOD,KISUMU,01/03/2012,0,0,0
1007,FLOOD,MIGORI,01/03/2012,0,0,0
1005,FLOOD,BUSIA,01/03/2012,0,0,0
1004,FLOOD,HOMABAY,01/03/2012,0,0,0
1003,FLOOD,KISUMU,01/03/2012,0,0,0
1002,FLOOD,HOMABAY,01/03/2012,0,0,0
1001,LANDSLIDE,KEIYO-MARAKWET,02/05/2010,0,0,0
1000,LANDSLIDE,TAITA-TAVETA,11/12/2007,0,0,0
955,FLOOD,MURANGA,14/05/2002,0,0,0
954,FLOOD,KISII,14/05/2002,0,0,0
953,FLOOD,MIGORI,14/05/2002,0,0,0
952,FLOOD,MIGORI,14/05/2002,0,0,0
951,FLOOD,KISUMU,14/05/2002,0,0,0
950,FLOOD,SIAYA,15/05/2002,0,0,0
949,FLOOD,MACHAKOS,14/05/2002,0,0,0
948,FLOOD,EMBU,14/05/2002,0,0,0
947,FLOOD,KITUI,14/05/2002,0,0,0
946,FLOOD,KITUI,14/05/2002,0,0,0
898,FLOOD,MOMBASA,27/10/2006,0,60,0
897,FLOOD,BUSIA,20/08/2007,0,5400,0
896,FLOOD,BUSIA,20/08/2007,0,5800,0
895,FLOOD,BUSIA,20/08/2007,0,6800,0
894,FLOOD,BUSIA,21/08/2007,0,1344,0
893,FLOOD,BUSIA,21/08/2007,0,384,0
892,FLOOD,BUSIA,21/08/2007,0,380,0
891,FLOOD,BUSIA,21/08/2007,0,1750,0
890,FLOOD,BUSIA,21/08/2007,0,280,0
889,FLOOD,BUSIA,21/08/2007,0,2710,0
888,FLOOD,MANDERA,07/11/2008,0,153,0
874,FLOOD,MOMBASA,01/06/2008,0,300,0
873,FLOOD,TANA-RIVER,01/06/2008,0,13500,0
872,FLOOD,LAMU,01/06/2008,0,4000,0
871,FLOOD,WAJIR,07/11/2008,0,0,0
870,FLOOD,WAJIR,07/11/2008,0,0,0
869,FLOOD,KILIFI,01/06/2008,0,0,0
868,FLOOD,WAJIR,07/11/2008,0,0,0
867,FLOOD,WAJIR,07/11/2008,0,0,0
866,FLOOD,WAJIR,07/11/2008,0,0,0
865,FLOOD,TANA-RIVER,01/06/2008,0,0,0
864,FLOOD,KWALE,01/06/2008,0,46,0
1316,FLOOD,KISUMU,22/05/2012,0,0,0
1315,FLOOD,NAIROBI,13/05/2012,0,0,0
1314,FLOOD,MERU,25/06/2012,0,0,0
1156,RAINS,NYANDARUA,30/06/2012,6513,0,0
1155,RAINS,KIAMBU,30/06/2012,16000,0,0
1154,RAINS,KIAMBU,30/06/2012,0,0,0
